text_tweet_clean,scores,compound,sentimen
 sistem islam kaffah namanya seks bebas atau perilaku seks menyimpang atau kekerasan seksual adalah perbuatan haramkan negara akan memberikan saksi berat bagi para pelaku nlive muslimah bicara kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.247, 'neu': 0.663, 'pos': 0.09, 'compound': -0.8316}",-0.8316,negatif
 mirisnya fenomena seks bebas melanda insan terpelajar angkanya yang menunjukkan peningkatan kasus hiv aids bisa jadi hanyalah fenomena gunung ngenerasi dalam bahaya kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.189, 'neu': 0.674, 'pos': 0.137, 'compound': -0.5859}",-0.5859,negatif
 perilaku seks bebas amp kerusakan yang terjadi adalah imbas diterapkannya sistem kapitalisme liberal nlive muslimah bicara islammembawasolusi ,"{'neg': 0.103, 'neu': 0.737, 'pos': 0.16, 'compound': 0.2023}",0.2023,positif
 pendidikan krr lakukan ntidak jelas menjelaskan apa tdk boleh pada generasi nseolah program ini mendukung adanya seks bebas xab xaa xbd kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.069, 'neu': 0.702, 'pos': 0.229, 'compound': 0.6419}",0.6419,positif
 sexual consent adalah perbuatan zina zina adalah budaya seks bebas lahir dari sistem kapitalis sekuler liberal nlive muslimah bicara kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.099, 'neu': 0.712, 'pos': 0.189, 'compound': 0.3182}",0.3182,positif
 dalam perjalannya berbagai dan kebijakan ini sepertinya tidak bergigi sehingga arus pergaulan bebas dan seks bebas menjd gaya hidup yang semakin kental kalangan generasi negeri ini nuu dan kebijakan islammembawasolusi ,"{'neg': 0.118, 'neu': 0.769, 'pos': 0.113, 'compound': -0.0516}",-0.0516,negatif
 perlindungan terhadap seks bebas tidak sampai situ saja menyebarkan dokumen pribadi berbau seksual publik dengan disertai ancaman maka akan dipidana live muslimah bicara kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.226, 'neu': 0.607, 'pos': 0.167, 'compound': -0.5286}",-0.5286,negatif
 sexual consent mrujuk prilku seks bebas ndi antra dmpak seks bebas tidk lain kasus hiv aids sebgaimna tmuan bandung agustus lalu adapun usia mahasiswa brarti trdapat kasus ngenerasi kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.09, 'neu': 0.733, 'pos': 0.178, 'compound': 0.5859}",0.5859,positif
 seks bebas sangat menyuburkan perzinaan dan akan membawa kerusakan bagi kehidupan simak live muslimah bicara kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.221, 'neu': 0.617, 'pos': 0.162, 'compound': -0.4215}",-0.4215,negatif
 kasus hiv aids dampak dari seks bebas yang akan merusak generasi yuk liat penjelasannya live muslimah bicara kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.179, 'neu': 0.692, 'pos': 0.128, 'compound': -0.4588}",-0.4588,negatif
 jika memang frasa csexual consent yang menjadi masalah utama tidakkah kenaikan angka hiv aids adalah jawaban yang terkonfirmasi atas maraknya perilaku seks bebas nlive muslimah bicara kapitalismeperusakgenetasi islammembawasolusi ,"{'neg': 0.172, 'neu': 0.645, 'pos': 0.183, 'compound': -0.1184}",-0.1184,negatif
 saxual consent adalah seks bebas legalkan jaman kembali jahiliyah nlive mulismah bicara kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.159, 'neu': 0.51, 'pos': 0.331, 'compound': 0.4019}",0.4019,positif
 berbagai dan kebijakan yang ada tidak bergigi sehingga arus pergaulan bebas termasuk perilaku seks bebas menjadi gaya hidup yang semakin kental kalangan generasi negeri ini nlive muslimah bicara kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.177, 'neu': 0.723, 'pos': 0.1, 'compound': -0.5859}",-0.5859,negatif
 dalam perjalanannya berbagai dan kebijakan tidak bergigi sehingga arus pergaulan bebas termasuk perilaku seks bebas semakin merusak generasi simak live muslimah bicara kerusakan islam kaffah kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.298, 'neu': 0.61, 'pos': 0.092, 'compound': -0.9022}",-0.9022,negatif
 jika penyebab maraknya kekerasan seksual dan seks bebas krn kehidupan sekuler liberal sebenarnya mudah mengatasinya masalah ini yaa tinggalkan model kehidupan sekuler liberal nlive muslimah bicara kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.222, 'neu': 0.597, 'pos': 0.181, 'compound': -0.4981}",-0.4981,negatif
 banyak faktor sebabkan seks bebas krn ham media amp aturan agama dijauhkan kehidupan kontrol masy melemah sistem pendidikan fakta sistem kapitalisme ngmn dlm islam kaffah nsimak sob nlive muslimah bicara ,"{'neg': 0.054, 'neu': 0.796, 'pos': 0.15, 'compound': 0.6249}",0.6249,positif
 budaya perilaku seks bebas adl dampak dari penerapan sistem negeri ini xad nyuk bangkit kapitalismeperusakgenerasi islamiccoinmembawasolusi ,"{'neg': 0.13, 'neu': 0.688, 'pos': 0.181, 'compound': 0.1027}",0.1027,positif
 budaya perilaku seks bebas adl dampak dari penerapan sistem negeri ini xad kapitalismeperusakgenerasi islamiccoinmembawasolusi ,"{'neg': 0.123, 'neu': 0.685, 'pos': 0.192, 'compound': 0.25}",0.25,positif
 kerusakan generasi akibat seks bebas kalangan remaja imbas ham media serta aturan agama terpinggirkan sekulerisme kapitalis gmn dlm islam kaffah nsimak sob nlive muslimah bicara ,"{'neg': 0.085, 'neu': 0.745, 'pos': 0.17, 'compound': 0.4939}",0.4939,positif
 budaya perilaku seks bebas adl dampak dari penerapan sistem negeri ini xad membagongkan kapitalismeperusakgenerasi islamiccoinmembawasolusi ,"{'neg': 0.128, 'neu': 0.674, 'pos': 0.199, 'compound': 0.25}",0.25,positif
 budaya perilaku seks bebas adl dampak dari penerapan sistem negeri ini xad miris kapitalismeperusakgenerasi islamiccoinmembawasolusi ,"{'neg': 0.201, 'neu': 0.631, 'pos': 0.168, 'compound': -0.2732}",-0.2732,negatif
 inti sexual concen itu tidak bisa memidanakan pelaku seks bebas seks bebas dianggap bukan tindakan kriminal selama dilakukan suka sama suka sexual consent jelas sama saja dengan legalisasi seks bebas sekaligus perzinaan kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.054, 'neu': 0.557, 'pos': 0.389, 'compound': 0.9597}",0.9597,positif
 kerusakan generasi terjadi merata seluruh wilayah indonesia ratusan pelajar mnt dispensasi nikah mayoritas krn hamil duluan seks bebas sebab gmn dlm islam kaffah nsimak sob nlive muslimah bicara ,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negatif
 harusnya penyelesaiannya adalah dari akar masalahnya yakni mencegah adanya seks bebas dan macamnya ,"{'neg': 0.17, 'neu': 0.58, 'pos': 0.25, 'compound': 0.4215}",0.4215,positif
 paradigma sexual consent itu paradigma feminis liberal barat yang memberi justifikasi menerabas batas norma sebagai bangsa yang menghormati budaya ketimuran inipun dianggap membentuk sikap permisif terhadap perilaku seks bebas kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.071, 'neu': 0.748, 'pos': 0.181, 'compound': 0.5574}",0.5574,positif
 memang ada solusi pemerintah dgn mengeluarkan berbagai program rehabilitasi tapi sampai sekarang tidak dapat menyelesaikan masalah dampak seks bebas ,"{'neg': 0.099, 'neu': 0.669, 'pos': 0.232, 'compound': 0.5789}",0.5789,positif
 jika memang frasa csexual consent yang menjadi masalah utama tidakkah kenaikan angka hiv aids adalah jawaban yang terkonfirmasi atas maraknya perilaku seks bebas kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.179, 'neu': 0.63, 'pos': 0.191, 'compound': -0.1184}",-0.1184,negatif
 generasi kita terpapar budaya seks bebas napa penyebabnya xab xaa xbd kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.161, 'neu': 0.656, 'pos': 0.184, 'compound': 0.1779}",0.1779,positif
 sebab seks bebas yakni pengaruh media yang bebas masyarakat yang cuek dan penerapan aturan yang lemah dan tdk membawa solusi ,"{'neg': 0.197, 'neu': 0.604, 'pos': 0.199, 'compound': 0.2691}",0.2691,positif
 perilaku seks bebas ini karena cara pandangnya sudah mengarah kpd cara pandang liberal tdk lagi merasa malu ,"{'neg': 0.245, 'neu': 0.602, 'pos': 0.153, 'compound': -0.25}",-0.25,negatif
 artinya seks bebas dianggap bukan tindakan kriminal selama dilakukan suka sama suka dengan kata lain keberadaan sexual consent jelas sama saja dengan legalisasi seks bebas sekaligus perzinaan kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.062, 'neu': 0.62, 'pos': 0.318, 'compound': 0.9161}",0.9161,positif
 perilaku seks bebas semakin merebak dan bahkan sdh menjadi budaya udzubillah ,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}",0.5106,positif
 peraturan perundangan pada intinya memiliki frasa yang tidak bisa memidanakan pelaku seks bebas karena adanya sexual consent pidana diberikan kepada pelaku kekerasan seksual dengan makna yang masih bisa ditarik ulur sana sini kapitalismeperusakgenerasi islammembawasolusi ,"{'neg': 0.34, 'neu': 0.594, 'pos': 0.067, 'compound': -0.9403}",-0.9403,negatif
 dari satu sisi memang sebaiknya tidak perlu dirayakan apabila menjurus kepada pemuasan hawa nafsu semata alias seks bebas namun apabila diartikan dengan sudut pandang lain adalah romantisme dan komitmen memperbaiki diri bersama pasangan maka tidaklah mengapa merayakan ,"{'neg': 0.065, 'neu': 0.584, 'pos': 0.351, 'compound': 0.9488}",0.9488,positif
 otak rusak gini nketika ttg seks bebas ditambahkan kalimat asal aman nkalo ttg menikah pake kalimat kalo belum siap nseandainya ada salah ditutupi nmenikah korban hanya satu keluarga nseks bebas korban bisa satu negara ,"{'neg': 0.179, 'neu': 0.609, 'pos': 0.212, 'compound': 0.316}",0.316,positif
 opini bodoh macem yang seks bebas mainnya aman aja aborsi aja banyak yang bikah karena hamil liat nikah juga banyak itu karena seks yang menurut dirimu urusan masing masing ,"{'neg': 0.08, 'neu': 0.659, 'pos': 0.261, 'compound': 0.7717}",0.7717,positif
 tapi kalo ini saya agak setuju sih soalnya dilihat perilaku anak sekarang valentine identik dgn seks bebas coba dah liat kalo malem valentine lewat depan penginapan kelas melati pasti banyak antri anak muda ,"{'neg': 0.067, 'neu': 0.789, 'pos': 0.145, 'compound': 0.631}",0.631,positif
 paragraf pertama setuju karena ada keluarga besar sendiri yang maksa nikah cowonya siap jadi suami dan ayah akhirnya nelantarin istri dan anaknya tapi kalau blm siap nikah jalan nya cuma belajar biar siap cari kesibukan terus nbukan malah seks bebas ,"{'neg': 0.112, 'neu': 0.747, 'pos': 0.141, 'compound': 0.2493}",0.2493,positif
 sperma nsolidaritas pendukung dan relawan mas anies nisinya seks bebas kumpul kebo banci kaleng dan homo ,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8126}",0.8126,positif
 seks bebas juga berat bang tanggung jawab moralnya nurani gue sanggup bukan ttg dosa aja ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.8327}",0.8327,positif
 maksud dari etc setelah kondom itu apa mas kalo seks urusan pribadi trus nikah itu juga bukannya urusan pribadi nikah ada anak tidak bersalah jadi korban lalu gimana sama seks bebas yang kasusnya kondomnya bocor dll ,"{'neg': 0.048, 'neu': 0.773, 'pos': 0.18, 'compound': 0.5859}",0.5859,positif
 seks bebas asal aman npemikiran sesat cok kasus pencabulan pemerkosaan penyebaran virus penyakit itu dampak sex bebas cok njgn menormalize sex bebas hal itu udh jelas salah ,"{'neg': 0.188, 'neu': 0.56, 'pos': 0.252, 'compound': 0.4939}",0.4939,positif
 hmm kalo aku seks memang harus bebas bebas dari paksaan manipulasi tipu daya bebas dari infeksi penyakit menular seksual dan kehamilan tidak direncanakan bebas dari mitos yang ada dasar ilmiah misalnya cewe harus jaga keperawanan ndemikian disampaikan ntrims ,"{'neg': 0.084, 'neu': 0.607, 'pos': 0.309, 'compound': 0.91}",0.91,positif
 pernah wktu awal kuliah ternyata banyak anak suka dugem mabok seks bebas pdhl dlu lingkunganku gaada begitu atau mungkin aku mainnya kurang jauh kaga tau deh itu bneran aku syok ternyata dunia malam bneran ada ,"{'neg': 0.081, 'neu': 0.773, 'pos': 0.146, 'compound': 0.5677}",0.5677,positif
 kombinasi terbaik nchildfree amp seks bebas ,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.8176}",0.8176,positif
 sptnya lebih mendukung seks bebas daripada menikah enteng bgt membenarkan haram maksiat trus meremehkan halal terlepas muslim atau bukan ,"{'neg': 0.051, 'neu': 0.669, 'pos': 0.28, 'compound': 0.8008}",0.8008,positif
 ciee ciee seneng seks bebas dan enggan menikah krn ogah segala tanggung jawabnya nciee ciee bangga zina biasanya sekalian gonta ganti pasangan sih nhey girls pintarlah ada efek zina paling dirugikan adalah perempuan lagi tinggal kabur ikatan ,"{'neg': 0.083, 'neu': 0.718, 'pos': 0.199, 'compound': 0.785}",0.785,positif
 sebenernya gak kenapa gak gimana urusan hubungan seks sebelum nikah dan entah berapa kali pun silakan ncuma yang harus aku pastikan adalah dia bebas dari penyakit menular seksual kalau sampai dia sakit sudah gak bakal mau aku nikahin ,"{'neg': 0.176, 'neu': 0.672, 'pos': 0.152, 'compound': 0.3931}",0.3931,positif
 seks bebas bukan urusan pribadi itu urusan keluarga kehormatan psikologi yang belum matang pendidikan tanggung jawab orang tua dll ngegara promosi seks bebas asal aman ini akhirnya banyak juga yang hamidun luar nikah dan nikah juga dengan keadaan lebih buruk ,"{'neg': 0.118, 'neu': 0.685, 'pos': 0.198, 'compound': 0.7975}",0.7975,positif
 child anak free bebas artinya anak suka seks bebas mangots ,"{'neg': 0.0, 'neu': 0.326, 'pos': 0.674, 'compound': 0.9081}",0.9081,positif
 ayang ngapain sih buru nikah kita nikmatin aja duluu kita seksbebas dulu yuk cow gathering ,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7579}",0.7579,positif
 gimana masbor nkalo belom siap jangan nikah itu poinnya trus seks bebas boleh asal pake kondom trus itu jadi urusan pribadi lah kalo kena penyakit hiv bukannya jadi urusan orang ,"{'neg': 0.051, 'neu': 0.797, 'pos': 0.152, 'compound': 0.4922}",0.4922,positif
 emangnya akibat dari seks bebas itu berat adanya anak dari seks bebas itu gmn ada malah nambah beban orang lain nambah beban psikologis juga biaya belum lagi suka gonta ganti pasangan nambahin penyakit aja ,"{'neg': 0.124, 'neu': 0.662, 'pos': 0.214, 'compound': 0.7512}",0.7512,positif
 seks bebas urusan pribadi tuh gimana sih negara maju aja masih punya red district buat ngebatesin biar melebar masyarakat luas nyebarin penyakit kemana mana biar bisa dikontrol kenapa dikontrol karena berdampak sosial masyarakat goblok aja paham ,"{'neg': 0.067, 'neu': 0.846, 'pos': 0.087, 'compound': 0.0}",0.0,neutral
 lah siapa bilang seks bebas itu gak berat kalo meremehkan mereka menjajakan seks dan abai akan potensi penyakit bisa diderita berarti gak humanis ,"{'neg': 0.323, 'neu': 0.581, 'pos': 0.096, 'compound': -0.7783}",-0.7783,negatif
 haduhh serem bgt jaman skrg baiknya nikah kalo udah siap dan jangan seks bebas seks bebas juga bisa merugikan orang lain ,"{'neg': 0.316, 'neu': 0.444, 'pos': 0.24, 'compound': -0.4412}",-0.4412,negatif
 kirain yang suka gebak gebuk orang konservatif motivasinya berbobot ternyata cuman buat legalisasi seks bebas ,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.8885}",0.8885,positif
 logikanya hancur begini menikah juga bisa urusan pribadi kalau baik baik saja aman tidak merugikan orang lain seks bebas kalau tidak aman merugikan banyak orang juga toh nnikah dibuat susah seks bebas dibuat mudah karim capek apa dibully orang orang xbb xef ,"{'neg': 0.153, 'neu': 0.547, 'pos': 0.3, 'compound': 0.8765}",0.8765,positif
 seks bebas asal aman bisa ngejamin aman siapa seks bebas kalo aman juga efeknya bisa banyak orang kan bisa rumah tangga orang lain juga termasuk orang tua juga bisa jadi korban ,"{'neg': 0.046, 'neu': 0.606, 'pos': 0.347, 'compound': 0.9313}",0.9313,positif
 gapunya pacar bro yakali seks bebas kaya ,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.7845}",0.7845,positif
 baru tau kalo seks bebas bakal punya anak ,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.5106,positif
 gua minta dilahirin ucap seorang anak doyan seks bebas dan sejenisnya nga minta dilahirin tapi nikmatin hidup katro ahahahaha ,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.8442}",0.8442,positif
 dikira seks bebas main main kali nstandar ganda bgt orang nikah berat makanya butuh ilmu dan persiapan seks bebas berat berat dosanya nlagian tweet mbak diatas aneh bgt jualan halal dan wirausaha kok nyinyiri ,"{'neg': 0.039, 'neu': 0.726, 'pos': 0.235, 'compound': 0.7906}",0.7906,positif
 nikah gak pake asal giliran seks bebas pakai asal ngak adil xaa ,"{'neg': 0.084, 'neu': 0.774, 'pos': 0.142, 'compound': 0.3265}",0.3265,positif
 opini fafifu wasweswos nmenikah berat merugikan banyak orang nseks bebas aman urusan pribadi nasal tau dampak seks bebas malah jauh lebih berat masyarakat nsekte kaum kumpul kebo sukanya standar ganda ,"{'neg': 0.101, 'neu': 0.61, 'pos': 0.289, 'compound': 0.8405}",0.8405,positif
 seandainya msyrkt modern tau klo seks bebas itu sbnrnya berat utk perempuan ngk bny perempuan dicelup tnp baper nbelum klo ternyata halim perdana kusuma nkalo pun akhirnya pny akses aborsi ngerasain sakitnya perempuan nanem burung haha hihi ,"{'neg': 0.181, 'neu': 0.714, 'pos': 0.105, 'compound': -0.5423}",-0.5423,negatif
 sebenernya dan seharusnya seks bebas itu juga berat bukan main main nidealnya decision making sblm mencelup dan dicelup itu membutuhkan kematangan mental dan logika cuma kita diam sdh menormalisasi lgsg slap slup terus criinngg jadi anak ,"{'neg': 0.128, 'neu': 0.776, 'pos': 0.095, 'compound': 0.1511}",0.1511,positif
 seks bebas emg berat emg main emg gatau konsekuensi dari melakukannya nbukan hanya agama dari segi moral nmenikah urusan pribadi kecuali klo bantu nalangin biaya mahar dan resepsi xbb ,"{'neg': 0.071, 'neu': 0.707, 'pos': 0.223, 'compound': 0.7698}",0.7698,positif
 jaman sekarang kita ditakutin soal pernikahan ditakutin soal seks bebas padahal namanya seks mau nikah mau sama sama resiko terdekatnya punya anak ,"{'neg': 0.058, 'neu': 0.852, 'pos': 0.091, 'compound': 0.296}",0.296,positif
 seks bebas aman ngefeknya banyak org kok bang ambil cth aja misal anak terlahir krn seks bebas trus ditelantarkan sama ortunya apes tetep anak ibu bapaknya mah enak tinggal gonta ganti pasangan baru lagi bertelur lagi punya anak lagi ,"{'neg': 0.064, 'neu': 0.725, 'pos': 0.211, 'compound': 0.8658}",0.8658,positif
 normalnya tujuan nikah itu biar anaknya sah mata hukum islam kalo ngentot brojol anak tanpa adanya ikatan pernikahan itu namanya zina seks bebas anak zina ,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.5859}",0.5859,positif
 lho jangan dikira seks bebas ada impact masyarakat kita pake kondom pun jangan dikira tetep aman karena banyak jalur penularan penyakit seksual belum lagi pengidap hiv yang jadi predator nularin dengan sengaja lewat seks bebas embel embel murah mudah ,"{'neg': 0.09, 'neu': 0.814, 'pos': 0.096, 'compound': 0.1017}",0.1017,positif
 sama aja berarti nikah kalo siap seks bebas asal aman nkalo seks bebas gak aman kan akhirnya merugikan orang lain juga kenapa satunya urusan pribadi dan satunya bukan ,"{'neg': 0.07, 'neu': 0.62, 'pos': 0.31, 'compound': 0.886}",0.886,positif
 alat pencegah seks bebas xad ,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,positif
 nikah itu urusan pribadi nseks bebas krn seks bebas masih berkontribusi meningkatnya depresi kalangan remaja wanita krn gimanapun kalian advokasi seks bebas aman wanita negara ini ttp akn depresi track record seksualnya bgtu disetubuhi tapi tetap ditinggal ,"{'neg': 0.252, 'neu': 0.586, 'pos': 0.162, 'compound': -0.8962}",-0.8962,negatif
 komentarnya bener tapi ngga nyambung kaya miskin jualan ngga ngga ada hubungannya sama sekali menikah apalagi seks bebas ,"{'neg': 0.301, 'neu': 0.572, 'pos': 0.127, 'compound': -0.7258}",-0.7258,negatif
 wkwkwk ngakak bgt sialnd nlo jga ngapa salahin orientasi seksualnya dia trs nyadar klo seks bebas sianjingg ndan blg mxm resiko tinggi hiv iya memang fxm juga aja kntoll gkda bedanya beresiko tinggi hiv mna pke ngatain laknat cian lont ,"{'neg': 0.232, 'neu': 0.594, 'pos': 0.174, 'compound': -0.5623}",-0.5623,negatif
 yap betul kalau mau gampang seks bebas aja kayak anjing kucing jalanan hmm semakin kagum dengan pemikiran orang orang modern ,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.8885}",0.8885,positif
 dan banyak juga orang terlantar dari keluarga kaya broken home narkoba seks bebas kan sampah masyarakat juga ,"{'neg': 0.111, 'neu': 0.643, 'pos': 0.246, 'compound': 0.5859}",0.5859,positif
 seks bebas sama jual diri beda yee ,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.5106}",0.5106,positif
 udah selain valentine boleh seks bebas berarti ,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}",0.5106,positif
 nikah juga urusan pribadi orang sih bukan urusan situ nanak dari seks bebas juga banyak jadi korban dibuang pas baru lahir ,"{'neg': 0.159, 'neu': 0.667, 'pos': 0.175, 'compound': -0.128}",-0.128,negatif
 seks bebas itu mempercepat penyebaran virus walaupun pakai kondom juga berpotensi terjangkit virus sedangkan nikah muda itu merugikan siapapun kalau belum siap punya anak jangan punya anak dulu kalau masalah ekonomi penuhi masing masing dulu easy ,"{'neg': 0.052, 'neu': 0.866, 'pos': 0.082, 'compound': 0.2937}",0.2937,positif
 lah seks bebas pakai kondom sejak kapan ada jaminan gak bakal kebobolan nkocaq ,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6486}",0.6486,positif
 karena menikah itu berat bukan main main bukan jualan efeknya banyak orang apalagi kalau memutuskan punya anak kalau belum siap nanti ada anak tidak bersalah yang menjadi korban nkalau seks bebas asal aman memakai kondom etc itu urusan pribadi bukan urusan kamu ,"{'neg': 0.181, 'neu': 0.76, 'pos': 0.059, 'compound': -0.4592}",-0.4592,negatif
 hanya orang goblok memaknai valentine day dengan seks bebas ,"{'neg': 0.248, 'neu': 0.511, 'pos': 0.241, 'compound': -0.0258}",-0.0258,negatif
 ini himbauan aneh nseks bebas hari apapun terbuka lebar nmau saat natal saat imlek tahun baru islam dll nedukasi bukan valentine sorot nduh kambing ,"{'neg': 0.118, 'neu': 0.74, 'pos': 0.142, 'compound': 0.1935}",0.1935,positif
 hadeh sibuk ngurusin kelangkangan hal indonesia trmasuk negara munafik masuk top pengakses situs porno esek dmn seks bebas dmn cuma munafik saja agama ,"{'neg': 0.161, 'neu': 0.617, 'pos': 0.223, 'compound': 0.3182}",0.3182,positif
 pertama tama kasih edukasi seks anak sedini mungkin ajarin kalo bagian privat nya dia gak boleh ada yang liat selain dirinya dan pasangannya kelak nkasih tau juga kalo ngews itu hasilnya adalah hamil jadi nggak boleh ada sex bebas nkarena semakin banyak anak hasil seks bebas ,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.7188}",-0.7188,negatif
 untuk mengurangi seks bebas kenapa tidak saling coli kan teman satu frekuensi ,"{'neg': 0.143, 'neu': 0.672, 'pos': 0.185, 'compound': 0.1891}",0.1891,positif
 pejabat kesehatan koq goblok memang hari hari biasa luar valentine tidak ada seks bebas dasar pejabat micek ,"{'neg': 0.234, 'neu': 0.628, 'pos': 0.138, 'compound': -0.3182}",-0.3182,negatif
 hari seks bebas sak karepmu ,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,positif
 emg ank rumahan kok dan seks bebas mah kapan mah udh ada akhir film ini kan kek menormalisasi hal kek gitu kyk wtf ,"{'neg': 0.107, 'neu': 0.59, 'pos': 0.303, 'compound': 0.7184}",0.7184,positif
 hindari seks bebas itu justru untuk menghormati hari valentine xad ,"{'neg': 0.14, 'neu': 0.446, 'pos': 0.414, 'compound': 0.6486}",0.6486,positif
 bukan seks bebas tapi seeg bertanggung jawab tahu resikonya ,"{'neg': 0.335, 'neu': 0.446, 'pos': 0.219, 'compound': -0.1408}",-0.1408,negatif
 iyolahh lagian seeg bebas juga enggak baik tapi kalo dilarang anak sekolah muda malah ingin tahu wkwkwwk beda kalo seks edukesyen resiko baik buruk pasti pada mikir ,"{'neg': 0.308, 'neu': 0.523, 'pos': 0.169, 'compound': -0.8486}",-0.8486,negatif
 mulaii nhindari seks bebas saat hari valentine ntar razia kondom kalo sange kondom dirazia tetap sange gak terabaslah nharusnya seks edukesyen bertanggungjawab paham resiko baik buruk amp consent nbiar tekan hiv amp anak sekolah hamil massal nmalam jumat ,"{'neg': 0.145, 'neu': 0.634, 'pos': 0.221, 'compound': 0.4963}",0.4963,positif
 seks bebas gaya hidup primitif ,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,positif
 maksudnya klu seks bebas diluar hari valentine bakal kena hiv aids ,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}",0.5106,positif
 apakah maksudnya hari hari lain bebas berpraktek seks bebas ,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.765}",0.765,positif
 mau tapi sampe seks bebas aku msh islam ,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}",0.6808,positif
 untuk mencegah penularan virus hiv aids dapat dilakukan berbagai upaya antaranya menghindari aktivitas seks bebas penggunaan jarum suntik dan rutin melakukan skrining kesehatan hivaids aids wakilwalikotadepok ibh bangimam kotadepok ,"{'neg': 0.06, 'neu': 0.829, 'pos': 0.111, 'compound': 0.25}",0.25,positif
 ingat ada three zero sobat alias remaja berkualitas itu tidak menikah usia dini tidak melakukan seks bebas dan jangan sekali kali menyentuh narkoba ,"{'neg': 0.094, 'neu': 0.799, 'pos': 0.108, 'compound': 0.1022}",0.1022,positif
 bali tempat maksiat dan seks bebas gitu kata tetangga yang gak bisa bali ,"{'neg': 0.085, 'neu': 0.741, 'pos': 0.175, 'compound': 0.4019}",0.4019,positif
 emang ibu kartini ngajarin loe seksi dan seks bebas kenapa loe gak buka realitas bahwa kartini jadi istri sekian dan menjadi ibu yang baik bagi keluarganya ,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.9022}",0.9022,positif
 hindari hiv aids dinkes depok hindari seks bebas saat hari valentine ,"{'neg': 0.28, 'neu': 0.51, 'pos': 0.21, 'compound': -0.0258}",-0.0258,negatif
 dinkes depok minta hindari seks bebas saat hari valentine untuk menghindari hiv aids ,"{'neg': 0.223, 'neu': 0.609, 'pos': 0.168, 'compound': -0.0258}",-0.0258,negatif
 penting untuk mengetahui berbagai cara merangsang wanita yang ampuh tetapi bebas dari unsur paksaan yuk simak trik trik berikut ini hellosehat seks ,"{'neg': 0.049, 'neu': 0.589, 'pos': 0.362, 'compound': 0.8793}",0.8793,positif
 valentine seks bebas dan kepentingan bisnis menjijikkan ,"{'neg': 0.268, 'neu': 0.315, 'pos': 0.417, 'compound': 0.2263}",0.2263,positif
 gengster koruptor klitih seks bebas narkoba kkb makelar hukum semua akibat khilafah nmukelu jauh john ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
